vehicle_id,vin_code,registration_id,vehicle_make,vehicle_model,vehicle_variant,vehicle_valuation,vehicle_age,vehicle_mfg_year,vehicle_reg_date,rto_details,vehicle_body_type,vehicle_engine_fuel_type,vehicle_engine_capacity,safety_flag_driver_airbag,safety_flag_passenger_airbag,safety_flag_side_airbag,safety_flag_abs,security_features_flag,kilometers_driven,usage_type,prev_damage_desc,modification_desc,vehicle_transfer_date
VEH-13074,ASF55O66H632403070,MH44A9319,MARUTI,ALTO,K10 VXI,404300.54,6,2019,2019-09-05,Ka-BAN,Hatchback,Petrol,998,1,1,0,0,0,109347,Private,,Body kit,
VEH-13075,ZKH42X89S372779913,GJ67C2739,TOYOTA KIRLOSKAR,INNOVA CRYSTA,2.8 Z 7 STR,2143437.5,3,2022,2022-02-26,Ka-BAN,MUV,Diesel,2755,1,1,0,1,0,42222,Private,Dent on door,,2023-02-27
VEH-13076,BEX56J19N925610537,RJ38C4685,MARUTI,WAGON R,1.0 LXI CNG,453919.24,7,2018,2018-10-15,Ka-MYS,Hatchback,CNG,998,0,0,0,0,0,13143,Private,,Alloy wheels,
VEH-13077,OJV57F19I731938472,RJ56A1377,MARUTI,ALTO 800,LXI,309512.37,5,2020,2020-12-03,Ka-MYS,Hatchback,Petrol,796,1,0,0,1,1,25306,Private,,,
VEH-13078,PQR18S89F011474764,MH19C7633,MARUTI,DZIRE,VXI,478989.55,10,2015,2015-05-06,Ka-BAN,Sedan,Petrol,1197,0,0,1,1,1,142693,Private,Dent on door,Body kit,
VEH-13079,KDP66G67L286429580,DL17D2106,HYUNDAI,GRAND I10,SPORTZ 1.2 KAPPA VTVT,383191.64,10,2015,2015-04-02,Ma-PUN,Hatchback,Petrol,1197,0,0,0,0,1,52976,Private,,Alloy wheels,2016-05-22
VEH-13080,AKS63P63L481913583,WB38B7713,MARUTI,VITARA BREZZA,VDI,771846.49,6,2019,2019-09-28,Ma-MUM,SUV,Diesel,1248,1,0,0,1,0,33956,Private,Minor scratches,Alloy wheels,
VEH-13081,LTE72M26Z022726924,GJ09B2180,MARUTI,SWIFT DZIRE,VDI,657713.8,5,2020,2020-08-11,Ma-MUM,Sedan,Diesel,1248,1,0,0,1,0,119144,Private,,Body kit,
VEH-13082,GMM33F54W012291343,TN23A8541,MARUTI,WAGON R,1.0 VXI,341280.06,11,2014,2014-03-04,We-HOW,Hatchback,Petrol,998,0,1,1,1,1,131940,Private,,Body kit,
VEH-13083,TYO94L84R284017484,DL02C5285,HONDA,AMAZE,1.2 SMT i-VTEC,700000.0,0,2025,2025-06-05,We-KOL,Sedan,Petrol,1199,0,0,1,1,1,45004,Private,Dent on door,,
VEH-13084,EZC80U28K937668872,KA45A7151,MARUTI,SWIFT,1.2 VXi BS IV,333672.35,13,2012,2012-05-19,Ma-NAG,Hatchback,Petrol,1197,1,1,0,0,0,24068,Private,,Alloy wheels,
VEH-13085,GYL69Y13N702116877,WB21B7943,MARUTI,ERTIGA,1.5 VXI CNG,564676.29,13,2012,2012-08-09,Ka-MYS,MUV,CNG,1462,0,1,0,0,0,108978,Private,Minor scratches,,
VEH-13086,VJY72K28H292678028,DL17C6881,MARUTI,VITARA BREZZA,VDI,812469.98,5,2020,2020-02-09,De-GUR,SUV,Diesel,1248,0,1,1,1,0,33154,Private,Minor scratches,,
VEH-13087,ASF15N41D378633792,KA01B8254,HONDA,AMAZE,1.2 SMT i-VTEC,464394.3,8,2017,2017-03-26,Ma-MUM,Sedan,Petrol,1199,0,1,0,0,1,20618,Private,,Body kit,
VEH-13088,DIW01D23K144752714,UP85C1499,HONDA,AMAZE,1.2 SMT i-VTEC,441174.59,9,2016,2016-09-13,Ka-BAN,Sedan,Petrol,1199,0,0,0,1,1,50243,Private,,,
VEH-13089,ZKS38H82S498721018,UP60A5776,MARUTI,DZIRE,VXI,619024.75,5,2020,2020-04-06,Ka-MYS,Sedan,Petrol,1197,1,0,0,0,0,141185,Commercial,,,
VEH-13090,INR26D62H433871135,MH19B2908,MARUTI,BALENO HATCHBACK,Delta 1.2,530736.35,8,2017,2017-07-15,We-HOW,Hatchback,Petrol,1197,0,0,0,0,1,85766,Private,Dent on door,,
VEH-13091,WTH58W70I007501194,DL52D3417,HYUNDAI,CRETA,1.4 E Plus,1173250.0,2,2023,2023-05-01,Ka-MYS,SUV,Diesel,1582,0,0,1,1,0,60042,Private,Dent on door,,
VEH-13092,MQY20C73S783273808,GJ03B9730,MARUTI,DZIRE,VXI,651605.0,4,2021,2021-02-23,We-KOL,Sedan,Petrol,1197,1,1,1,1,1,2045,Private,,,
VEH-13093,FJB77C46H566626274,RJ06A8466,MARUTI,VITARA BREZZA,VDI,733254.16,7,2018,2018-11-09,Ka-BAN,SUV,Diesel,1248,1,0,1,0,1,92024,Private,Dent on door,,2020-06-30
VEH-13094,NTL57W16O016570364,KA97B3676,MARUTI,DZIRE,VXI,722000.0,2,2023,2023-01-24,De-GUR,Sedan,Petrol,1197,1,0,0,0,1,95578,Private,Minor scratches,Alloy wheels,2025-10-15
VEH-13095,AZH67C15G636524810,MH18B4426,HONDA,AMAZE,1.2 SMT i-VTEC,700000.0,0,2025,2025-01-18,Ma-NAG,Sedan,Petrol,1199,0,0,0,0,1,49196,Private,,Alloy wheels,
VEH-13096,SZV16U64X760523637,KA50B7991,MARUTI,BALENO HATCHBACK,Delta 1.2,504199.53,9,2016,2016-06-28,Ka-BAN,Hatchback,Petrol,1197,1,1,0,1,0,59891,Private,,,
VEH-13097,LBO51X99G896959406,WB83C8303,MARUTI,SWIFT,1.2 VXi BS IV,369720.06,11,2014,2014-06-01,Ta-CHE,Hatchback,Petrol,1197,1,1,0,1,0,75252,Private,,,
VEH-13098,OHE29P29W833984129,MH01B3887,MARUTI,ALTO 800,LXI,265368.17,8,2017,2017-07-12,De-NOI,Hatchback,Petrol,796,1,1,0,1,1,126910,Private,Minor scratches,,2019-10-25
VEH-13099,EGY92O67S880482565,DL22D9265,HYUNDAI,GRAND I10 NIOS,SPORTZ 1.2 KAPPA VTVT,378252.06,12,2013,2013-07-06,We-HOW,Hatchback,Petrol,1197,1,0,0,1,0,44380,Private,,,2015-04-12
VEH-13100,TJQ86K24Y382492749,WB28D9050,MARUTI,ALTO,K10 VXI,364881.24,8,2017,2017-10-05,Ma-MUM,Hatchback,Petrol,998,0,0,0,1,1,63761,Private,Minor scratches,Alloy wheels,
VEH-13101,HXJ35P11J518538100,MH38A7267,HYUNDAI,CRETA,1.4 E Plus,1173250.0,2,2023,2023-05-22,Ma-NAG,SUV,Diesel,1582,0,1,0,0,0,52928,Private,,,
VEH-13102,XIQ78Y40Y678921557,RJ86A2076,MARUTI,SWIFT,1.2 VXi BS IV,557293.75,3,2022,2022-07-22,De-NEW,Hatchback,Petrol,1197,1,0,0,0,0,111424,Private,,,
VEH-13103,YVJ76I71G389140758,MH78B2411,HONDA,AMAZE,VX PETROL,884450.0,2,2023,2023-07-07,Ma-PUN,Sedan,Petrol,1199,0,1,0,1,0,144685,Private,,Body kit,
VEH-13104,OBR54V17X053905417,GJ99A5657,HONDA,AMAZE,VX PETROL,557424.09,11,2014,2014-06-03,Ma-PUN,Sedan,Petrol,1199,0,0,0,0,1,93240,Private,,,
VEH-13105,HON73J53Z860073882,DL63A3458,MAHINDRA,SCORPIO,S9 2WD 7STR,741265.97,15,2010,2010-07-26,We-KOL,SUV,Diesel,2184,1,1,0,0,1,23449,Private,Dent on door,Alloy wheels,
VEH-13106,JJF00B19Z479843292,KA73C5871,HONDA,CITY,1.5 V MT,799732.93,12,2013,2013-05-13,Ka-MYS,Sedan,Petrol,1498,1,1,0,1,0,147513,Private,,,
VEH-13107,LSH08J18O992376240,TN56A5692,HONDA,CITY,1.5 V MT,799732.93,12,2013,2013-10-25,Ma-PUN,Sedan,Petrol,1498,1,0,0,0,1,57025,Private,,Alloy wheels,
VEH-13108,CJW77O62J633343242,WB07B7914,MARUTI,DZIRE,VXI,619024.75,5,2020,2020-04-13,Ma-PUN,Sedan,Petrol,1197,0,1,0,1,0,74934,Private,Dent on door,,
VEH-13109,NAO23Q48G007290826,GJ85C3316,MARUTI,VITARA BREZZA,VDI,696591.45,8,2017,2017-05-22,De-GUR,SUV,Diesel,1248,1,0,0,1,0,56538,Private,,Alloy wheels,
VEH-13110,QZC64Q36T238440903,MH85D3004,MARUTI,BALENO HATCHBACK,Delta 1.2,530736.35,8,2017,2017-11-15,Ta-COI,Hatchback,Petrol,1197,0,1,1,1,1,87241,Private,,Body kit,
VEH-13111,EDF27S42L649405556,UP50B1288,MARUTI,SWIFT DZIRE,VDI,459306.07,12,2013,2013-12-14,Ma-MUM,Sedan,Diesel,1248,1,0,0,1,0,58626,Private,,,
VEH-13112,RCN66I63G576213923,UP46B7963,MARUTI,WAGON R,1.0 LXI CNG,431223.28,8,2017,2017-03-01,De-NEW,Hatchback,CNG,998,1,0,0,0,0,82827,Private,Dent on door,,2019-11-22
VEH-13113,RRB58U68Y085530441,UP96B6270,HONDA,AMAZE,1.2 VXMT i-VTEC,503075.24,13,2012,2012-06-19,We-HOW,Sedan,Petrol,1199,1,0,0,1,1,37233,Private,Minor scratches,Alloy wheels,
VEH-13114,VIH70S99I981224293,UP87C8502,MARUTI,DZIRE,VXI,530736.35,8,2017,2017-02-01,Ka-BAN,Sedan,Petrol,1197,0,0,0,1,0,98256,Private,Minor scratches,,2018-09-20
VEH-13115,YOC43R78D288717385,RJ97A5922,MARUTI,ALTO 800,LXI,239494.78,10,2015,2015-05-28,Ta-COI,Hatchback,Petrol,796,0,0,1,1,1,45000,Private,Dent on door,,
VEH-13116,GFU27X51G784807053,DL79C8460,MARUTI,ERTIGA,1.5 VXI CNG,808601.08,6,2019,2019-05-16,De-NEW,MUV,CNG,1462,0,0,0,1,1,75132,Private,,,
VEH-13117,VCI95V01H156814765,KA89A8533,HONDA,AMAZE,VX PETROL,586762.2,10,2015,2015-01-06,Ma-NAG,Sedan,Petrol,1199,1,0,0,1,0,82912,Private,Minor scratches,,
VEH-13118,JVN54S00W442679640,MH69D9553,HONDA,AMAZE,1.2 SMT i-VTEC,600162.5,3,2022,2022-12-28,De-NOI,Sedan,Petrol,1199,0,0,0,1,1,138784,Private,,Alloy wheels,2024-08-26
VEH-13119,PBG69C18P166364849,KA21C4278,MARUTI,BALENO HATCHBACK,Zeta 1.2,511920.08,11,2014,2014-06-14,We-HOW,Hatchback,Petrol,1197,0,1,1,0,1,76721,Commercial,,Alloy wheels,2015-09-30
VEH-13120,LNN62P00K596209332,KA53A9115,MARUTI,DZIRE,VXI,390139.98,14,2011,2011-04-23,We-HOW,Sedan,Petrol,1197,0,1,1,0,1,104073,Private,Minor scratches,Body kit,2012-06-15
VEH-13121,KHN45O97Q518962370,UP43C3788,HONDA,AMAZE,VX PETROL,586762.2,10,2015,2015-05-07,Ma-PUN,Sedan,Petrol,1199,1,0,0,1,0,64138,Private,Dent on door,Alloy wheels,
VEH-13122,IVN55Z75L691632739,WB20D7838,MARUTI,BALENO HATCHBACK,Zeta 1.2,661582.7,6,2019,2019-10-13,Ta-COI,Hatchback,Petrol,1197,0,0,0,1,1,30195,Private,,,2021-12-06
VEH-13123,FZG79R22O308330273,KA66A6324,MARUTI,WAGON R,1.0 VXI,277974.74,15,2010,2010-04-28,Ma-PUN,Hatchback,Petrol,998,0,0,0,1,0,107948,Private,,Alloy wheels,
VEH-13124,RWK33K28P542867206,KA04C4276,HONDA,AMAZE,1.2 SMT i-VTEC,570154.37,4,2021,2021-02-05,De-GUR,Sedan,Petrol,1199,1,1,0,1,1,3816,Commercial,Minor scratches,Alloy wheels,
VEH-13125,BAU80A19Z989707736,KA13D2934,MARUTI,ERTIGA,1.5 VXI CNG,625680.1,11,2014,2014-08-25,Ma-MUM,MUV,CNG,1462,0,1,0,1,0,126257,Private,,,
VEH-13126,PQX89Y16J173452558,TN25B5369,MARUTI,SWIFT DZIRE,VDI,807500.0,1,2024,2024-03-11,Ta-CHE,Sedan,Diesel,1248,1,1,0,1,0,29282,Private,Minor scratches,,
VEH-13127,HZK28F04Y079187151,TN91D3236,MARUTI,ERTIGA,1.5 VXI CNG,729762.47,8,2017,2017-04-24,We-HOW,MUV,CNG,1462,0,0,0,0,0,78440,Private,Dent on door,,
VEH-13128,GVJ22C11L752040005,MH71A3476,HYUNDAI,CRETA,1.4 E Plus,862446.56,8,2017,2017-01-03,Ma-NAG,SUV,Diesel,1582,0,0,0,0,0,135100,Private,Dent on door,,
VEH-13129,AMH99G35W087414973,GJ65D7084,MARUTI,ALTO,K10 VXI,312840.05,11,2014,2014-01-23,Ta-CHE,Hatchback,Petrol,998,0,0,0,1,1,71335,Private,Minor scratches,,
VEH-13130,ISN30Z87U539173036,WB11D2672,MARUTI,VITARA BREZZA,VDI,661761.88,9,2016,2016-08-20,We-HOW,SUV,Diesel,1248,0,0,0,0,0,123163,Private,Dent on door,,2018-02-28
VEH-13131,YIS51Y58Y959807141,GJ84C7039,MARUTI,VITARA BREZZA,ZDI PLUS,718484.33,10,2015,2015-04-04,Ka-BAN,SUV,Diesel,1248,0,1,1,1,0,67885,Private,,,
VEH-13132,FYM85J88M593073458,UP63C2409,MARUTI,ERTIGA,1.5 VXI CNG,536442.48,14,2011,2011-04-02,Ta-COI,MUV,CNG,1462,1,0,1,1,0,134969,Private,Minor scratches,Body kit,
VEH-13133,ZCR75W60L210932789,WB26B7015,MARUTI,ERTIGA,1.5 VXI CNG,564676.29,13,2012,2012-07-26,Ma-NAG,MUV,CNG,1462,0,1,0,1,1,135354,Private,,,
VEH-13134,HHU91X36B793043793,WB26B7160,MARUTI,ERTIGA,1.5 VXI CNG,768171.03,7,2018,2018-09-04,Ka-MYS,MUV,CNG,1462,0,1,0,1,0,113846,Private,Minor scratches,,
VEH-13135,ZRP31U25E134804551,GJ74B9391,MARUTI,VITARA BREZZA,VDI,597240.1,11,2014,2014-11-14,Ma-NAG,SUV,Diesel,1248,1,0,0,1,1,20953,Private,,Body kit,
VEH-13136,UXF10E03M897830278,WB35C3753,HYUNDAI,CRETA,1.4 E Plus,1058858.12,4,2021,2021-09-08,De-NEW,SUV,Diesel,1582,0,0,1,0,0,87311,Private,Minor scratches,Alloy wheels,2023-01-06
VEH-13137,QHJ31N03I813125950,GJ03A7841,TOYOTA KIRLOSKAR,INNOVA CRYSTA,2.8 Z 7 STR,2036265.62,4,2021,2021-07-19,Ma-NAG,MUV,Diesel,2755,0,1,0,1,0,115659,Private,Minor scratches,,
VEH-13138,BST29T22M609982464,MH44A3651,MARUTI,BALENO HATCHBACK,Zeta 1.2,438907.48,14,2011,2011-01-07,Ta-MAD,Hatchback,Petrol,1197,0,1,0,0,1,16535,Private,Minor scratches,Body kit,
VEH-13139,TYQ51E62V948149864,KA78A3599,MARUTI,WAGON R,1.0 VXI,464268.56,5,2020,2020-01-18,Ma-PUN,Hatchback,Petrol,998,1,1,1,0,0,144109,Private,Dent on door,Alloy wheels,
VEH-13140,IOO64R58T927831669,GJ97B1511,MARUTI,SWIFT DZIRE,VDI,728768.75,3,2022,2022-10-19,We-HOW,Sedan,Diesel,1248,1,0,1,0,1,118494,Private,,Alloy wheels,
VEH-13141,WIQ04G45C382584225,UP41B4452,MARUTI,VITARA BREZZA,VXI,1000000.0,0,2025,2025-12-09,Ka-MYS,SUV,Petrol,1462,0,1,0,0,0,107544,Private,Dent on door,Alloy wheels,
VEH-13142,HHP93S89O574982204,MH21C1570,MARUTI,DZIRE,VXI,619024.75,5,2020,2020-02-27,De-NOI,Sedan,Petrol,1197,0,0,0,0,1,17340,Private,,,
VEH-13143,OCJ97Q76L477359333,MH81B2084,MARUTI,VITARA BREZZA,VDI,512058.73,14,2011,2011-06-04,Ta-COI,SUV,Diesel,1248,0,1,0,1,1,125643,Private,Minor scratches,,
VEH-13144,BZK51X25Z617126342,TN25B7674,TOYOTA KIRLOSKAR,INNOVA CRYSTA,2.4 ZX MT 7 STR,1251360.2,11,2014,2014-10-05,Ka-MYS,MUV,Diesel,2393,1,1,0,1,1,80224,Private,Dent on door,Alloy wheels,
VEH-13145,HYS36K77J894763444,MH90A3786,MARUTI,ERTIGA,1.5 VXI CNG,851159.03,5,2020,2020-09-28,Ma-PUN,MUV,CNG,1462,0,1,0,1,0,71061,Private,Minor scratches,,
VEH-13146,TIC01T80T613956284,MH36D3842,MARUTI,SWIFT,1.2 VXi BS IV,301139.3,15,2010,2010-11-04,Ka-BAN,Hatchback,Petrol,1197,1,0,1,0,1,98666,Commercial,,Alloy wheels,
VEH-13147,AYA99O31E979292412,GJ12B9118,MARUTI,DZIRE,VXI,685900.0,3,2022,2022-12-16,Ka-MYS,Sedan,Petrol,1197,1,0,0,1,0,106387,Private,Minor scratches,Alloy wheels,
VEH-13148,IMK90X10T075805259,UP14B5816,MARUTI,ERTIGA,1.5 VXI CNG,808601.08,6,2019,2019-01-09,De-NEW,MUV,CNG,1462,1,0,0,1,0,134533,Private,,Body kit,
VEH-13149,DTJ05I97L104530646,TN95C6217,HONDA,CITY,1.5 V MT,886130.67,10,2015,2015-01-24,De-NEW,Sedan,Petrol,1498,0,0,0,1,0,99202,Private,Minor scratches,Alloy wheels,
VEH-13150,XPC72X38Y460152518,TN69A1362,MARUTI,BALENO HATCHBACK,Delta 1.2,800000.0,0,2025,2025-08-16,Ma-MUM,Hatchback,Petrol,1197,0,1,1,1,0,39609,Private,Dent on door,Alloy wheels,
VEH-13151,VBI36N46E122441692,RJ04C3421,HONDA,AMAZE,VX PETROL,617644.42,9,2016,2016-08-25,We-KOL,Sedan,Petrol,1199,1,1,0,0,0,43492,Private,,,
VEH-13152,EUJ59J79A096567932,WB37A3870,HYUNDAI,VENUE,1.2 S PETROL,414523.73,14,2011,2011-02-05,De-NEW,SUV,Petrol,1197,1,0,1,1,0,60938,Private,Dent on door,,
VEH-13153,EBX58I46O985787870,WB29D4560,MARUTI,SWIFT,VXI,600162.5,3,2022,2022-06-19,Ta-MAD,Hatchback,Petrol,1197,1,0,0,1,1,143284,Private,,,2023-11-11
VEH-13154,EFL24W89E857449054,TN59A3940,MARUTI,SWIFT,VXI,441174.59,9,2016,2016-09-07,Ma-PUN,Hatchback,Petrol,1197,1,1,0,0,0,42615,Private,,Alloy wheels,2018-03-08
VEH-13155,GLY00I39W790538142,KA72A5295,MARUTI,SWIFT,VXI,488836.11,7,2018,2018-03-03,Ma-NAG,Hatchback,Petrol,1197,1,1,0,1,0,87820,Private,,Alloy wheels,2019-05-27
VEH-13156,VKY93Y55P298940545,WB41C4044,HONDA,AMAZE,1.2 SMT i-VTEC,378252.06,12,2013,2013-04-02,Ka-MYS,Sedan,Petrol,1199,1,1,0,1,1,17339,Private,Dent on door,Alloy wheels,2015-06-26
VEH-13157,CAN34T65U798393730,DL68D4302,MARUTI,BALENO HATCHBACK,Zeta 1.2,438907.48,14,2011,2011-11-04,We-HOW,Hatchback,Petrol,1197,1,1,0,0,1,18623,Private,Dent on door,,2013-05-08
VEH-13158,IDF15H02Y301390827,DL36C8630,HYUNDAI,CRETA,1.5 E DIESEL,631410.76,13,2012,2012-08-27,Ma-PUN,SUV,Diesel,1493,0,0,0,1,1,144511,Private,,Body kit,
VEH-13159,GOK96A67E817197576,MH94C6432,MARUTI,SWIFT,1.2 VXi BS IV,369720.06,11,2014,2014-09-22,Ma-MUM,Hatchback,Petrol,1197,1,1,0,1,1,134543,Private,,,2016-04-21
VEH-13160,EOD27G67O377353479,WB21A9403,MARUTI,BALENO HATCHBACK,Zeta 1.2,567224.47,9,2016,2016-03-14,Ma-PUN,Hatchback,Petrol,1197,0,0,0,1,1,86063,Private,Dent on door,,
VEH-13161,CXB85B98H866144747,RJ66B7641,MARUTI,SWIFT,1.2 VXi BS IV,333672.35,13,2012,2012-05-16,De-NOI,Hatchback,Petrol,1197,1,0,0,1,0,68324,Private,Dent on door,,
VEH-13162,JXC06G67R273213595,WB94D2660,MARUTI,ALTO 800,LXI,252099.76,9,2016,2016-06-04,Ka-BAN,Hatchback,Petrol,796,1,0,0,1,1,67741,Private,Minor scratches,,2018-09-07
VEH-13163,EQW39O49R506810927,KA13C5930,MARUTI,SWIFT,1.2 VXi BS IV,333672.35,13,2012,2012-06-27,Ta-CHE,Hatchback,Petrol,1197,0,0,0,1,0,61116,Private,,Alloy wheels,
VEH-13164,FFP23H04I923645213,DL81D8430,TOYOTA KIRLOSKAR,INNOVA CRYSTA,2.4 V 8S,1800487.5,3,2022,2022-09-07,Ma-PUN,MUV,Diesel,2393,1,1,0,1,0,136417,Private,Dent on door,Alloy wheels,
VEH-13165,VEZ08O85U532422179,UP57B4889,MAHINDRA,SCORPIO,S11 2WD 7STR,1134448.94,9,2016,2016-05-08,Ta-MAD,SUV,Diesel,2184,1,0,0,1,0,2042,Commercial,Dent on door,,2018-07-07
VEH-13166,PKR20G78F427212955,TN79D2891,MARUTI,VITARA BREZZA,VXI,568800.09,11,2014,2014-11-26,Ka-BAN,SUV,Petrol,1462,1,1,0,1,0,55571,Private,Minor scratches,,
VEH-13167,RNB24Q99Y856882735,GJ39B5521,MARUTI,ERTIGA,1.5 VXI CNG,509620.35,15,2010,2010-11-02,Ta-MAD,MUV,CNG,1462,0,0,0,0,1,85702,Private,,,
VEH-13168,MDO67U02A622642113,TN14B8341,HONDA,AMAZE,1.2 VXMT i-VTEC,557424.09,11,2014,2014-05-13,De-NOI,Sedan,Petrol,1199,0,1,0,1,1,109143,Private,,Alloy wheels,
VEH-13169,BJQ32G41F765909450,KA55B1208,MARUTI,VITARA BREZZA,VDI,997500.0,1,2024,2024-09-07,De-GUR,SUV,Diesel,1248,0,0,0,1,0,14828,Private,,Alloy wheels,2026-10-16
VEH-13170,WCS77V40B056979842,MH73A8562,MARUTI,WAGON R,1.0 VXI,378149.65,9,2016,2016-02-03,Ka-BAN,Hatchback,Petrol,998,0,1,0,1,1,112324,Private,,,
VEH-13171,CRT52K19V202264332,MH98B7117,MARUTI,ALTO 800,LXI,361000.0,2,2023,2023-05-14,Ma-MUM,Hatchback,Petrol,796,1,0,1,1,1,100989,Private,,Alloy wheels,
VEH-13172,RGR42S41K102645616,GJ83C7534,MAHINDRA,THAR,LX HARD TOP AT 4STR DIESEL,1017852.8,10,2015,2015-05-09,Ma-NAG,SUV,Diesel,2184,0,1,1,1,0,57869,Private,,,
VEH-13173,QBJ97F40A034283592,KA64C3805,HONDA,CITY,1.5 V MT,721758.97,14,2011,2011-02-27,We-HOW,Sedan,Petrol,1498,1,0,0,0,0,5969,Private,,,2012-12-09
VEH-13174,KTP32W14C542140562,UP82A1926,HONDA,AMAZE,1.5 SMT i-DTEC,508926.4,10,2015,2015-12-27,Ta-CHE,Sedan,Diesel,1498,1,0,0,1,1,60014,Private,Dent on door,Body kit,
VEH-13175,ZXD93V00M715197865,TN22A5329,MARUTI,VITARA BREZZA,VDI,947625.0,2,2023,2023-06-21,Ma-PUN,SUV,Diesel,1248,1,0,1,1,0,114968,Private,Minor scratches,,
VEH-13176,RLL38P85S095504565,RJ74C7567,MARUTI,BALENO HATCHBACK,Delta 1.2,760000.0,1,2024,2024-03-19,Ta-CHE,Hatchback,Petrol,1197,1,1,1,0,0,134255,Private,Minor scratches,,
VEH-13177,TKN73R28H683883239,RJ82C8926,MARUTI,WAGON R,1.0 VXI,541500.0,2,2023,2023-06-28,Ma-NAG,Hatchback,Petrol,998,0,1,0,1,0,79146,Private,Minor scratches,,
VEH-13178,EJD99R73Q317573279,TN90A4825,MARUTI,SWIFT,VXI,419115.86,10,2015,2015-10-26,De-NEW,Hatchback,Petrol,1197,0,1,0,1,0,24075,Private,Minor scratches,,
VEH-13179,PMI63U96O012612527,RJ27C9961,HONDA,AMAZE,1.2 VXMT i-VTEC,586762.2,10,2015,2015-10-07,Ma-PUN,Sedan,Petrol,1199,1,1,0,1,0,117001,Private,,,
VEH-13180,NVM88M21W822460356,GJ64C2693,MARUTI,ALTO 800,LXI,239494.78,10,2015,2015-03-18,Ka-MYS,Hatchback,Petrol,796,0,0,0,1,0,23260,Private,Minor scratches,,
VEH-13181,OGY60I33Y079926702,WB94B6828,HYUNDAI,VENUE,1.2 S PETROL,807500.0,1,2024,2024-06-13,Ta-CHE,SUV,Petrol,1197,0,0,0,0,1,123873,Private,,Alloy wheels,2025-07-18
VEH-13182,UXT76C46M773070786,GJ95A5734,MARUTI,DZIRE,VXI,530736.35,8,2017,2017-08-15,Ka-BAN,Sedan,Petrol,1197,0,0,0,1,1,77645,Private,,Body kit,
VEH-13183,DPE43D99J155467706,UP99B2619,HONDA,AMAZE,1.2 SMT i-VTEC,514564.32,6,2019,2019-10-02,Ka-MYS,Sedan,Petrol,1199,0,1,0,1,0,130341,Private,,Alloy wheels,2021-03-26
VEH-13184,RGZ94G61V336593335,KA46B6751,MAHINDRA,SCORPIO,S5 2WD 7STR,770013.12,13,2012,2012-05-10,Ma-NAG,SUV,Diesel,2184,1,0,1,0,0,67605,Private,,Body kit,
VEH-13185,DHJ62I73L301487165,KA65D2486,HYUNDAI,CRETA,1.4 E Plus,1005915.22,5,2020,2020-01-15,Ma-MUM,SUV,Diesel,1582,0,0,0,1,0,85511,Private,,Alloy wheels,
VEH-13186,PZD33K83C012611927,MH73B2973,MAHINDRA,SCORPIO,S11 2WD 7STR,1466111.25,4,2021,2021-01-16,We-KOL,SUV,Diesel,2184,0,1,0,0,0,44783,Private,Dent on door,Alloy wheels,
VEH-13187,INQ37X61U629997166,DL86D1397,HONDA,AMAZE,1.5 SMT i-DTEC,393797.55,15,2010,2010-06-05,Ta-MAD,Sedan,Diesel,1498,0,1,0,1,0,77737,Commercial,Dent on door,Alloy wheels,
VEH-13188,WQK61A77B123520974,TN50B5140,TOYOTA KIRLOSKAR,INNOVA CRYSTA,2.8 ZX AT 7 STR,1815676.97,7,2018,2018-10-14,Ka-MYS,MUV,Diesel,2755,0,1,0,1,0,31094,Private,Dent on door,Body kit,2019-11-24
VEH-13189,VRG14R09R387378797,DL74A4874,MARUTI,ALTO,K10 VXI,550000.0,0,2025,2025-11-14,De-NEW,Hatchback,Petrol,998,1,0,1,1,0,148712,Private,,,2027-08-08
VEH-13190,HTN24G42J812073940,DL48C8538,MARUTI,VITARA BREZZA,VXI,513342.08,13,2012,2012-08-10,We-HOW,SUV,Petrol,1462,1,0,0,1,0,34901,Private,,,
VEH-13191,NDC47T18T546695816,DL90D7164,MARUTI,BALENO HATCHBACK,Delta 1.2,722000.0,2,2023,2023-06-07,De-GUR,Hatchback,Petrol,1197,0,1,0,1,1,84522,Private,Dent on door,,
VEH-13192,DGI97B53D229010345,MH08C4552,MARUTI,WAGON R,1.0 VXI,488703.75,4,2021,2021-02-10,Ma-MUM,Hatchback,Petrol,998,1,0,1,0,1,145677,Private,Minor scratches,,
VEH-13193,PFV37E74K251682963,RJ11A7959,HYUNDAI,GRAND I10 NIOS,SPORTZ 1.2 KAPPA VTVT,341372.49,14,2011,2011-12-06,We-KOL,Hatchback,Petrol,1197,1,0,0,0,1,8212,Private,,,
VEH-13194,MUB19A84V049229642,KA14A4376,MARUTI,SWIFT,VDI (DIESEL),455040.07,11,2014,2014-09-23,Ma-PUN,Hatchback,Diesel,1248,1,1,0,1,0,92981,Private,Minor scratches,,
VEH-13195,GHN44H74S072547385,MH30D1537,HYUNDAI,GRAND I10,SPORTZ 1.2 KAPPA VTVT,312111.99,14,2011,2011-10-05,We-KOL,Hatchback,Petrol,1197,0,0,1,0,1,124837,Private,Minor scratches,,
VEH-13196,UJR08P31Q003262286,WB09A2658,HYUNDAI,CRETA,1.4 E Plus,702468.11,12,2013,2013-01-22,De-NEW,SUV,Diesel,1582,1,1,0,1,1,148920,Private,,Body kit,
