damaged_part_key,reference_num,product_index,claim_id,manufacturer_name,model_name,model_variant,num_parts_group_cd,txt_parts_group_name,txt_parts_name,cur_garage_estimate,cur_billed_amount,cur_surveyor_approval,num_tax,cur_tax_amount,num_depreciation,cur_depreciation_amount,cur_net_amount,txt_info1,txt_info2,txt_info3,num_part_code,txt_repair_type,dat_insert_date,surveyor_id,garage_id
DPRT-012892,c841a814-cdd0-4503-af2a-5dc5f14d516e,N003410,CLM-01974,MARUTI,VITARA BREZZA,VXI,1,Metalic Parts,LEVER,267.52,248.34,248.34,18.0,44.7,40.0,99.34,193.7,Part ordered late,Surveyor noted minor scratch,,104,Replace,2025-11-03,SUR-34,GAR-169
DPRT-012893,87f921e5-49cc-4902-a558-3140d9b04510,N003410,CLM-01974,MARUTI,VITARA BREZZA,VXI,1,Metalic Parts,LEG GUARD,1174.72,1104.81,1104.81,18.0,198.87,10.0,110.48,1193.2,Part ordered late,Customer escalated delay,,198,Replace,2025-11-03,SUR-34,GAR-169
DPRT-012894,9c60f862-4412-4b40-bfdd-c8eb4b941489,N003410,CLM-01974,MARUTI,VITARA BREZZA,VXI,1,Metalic Parts,FUEL TANK,13185.63,12071.38,12071.38,18.0,2172.85,40.0,4828.55,9415.68,,,,164,Replace,2025-11-03,SUR-34,GAR-169
DPRT-012895,c5fdd0bd-2f87-49c3-b8a8-a5ac1e8b1a34,N003410,CLM-01974,MARUTI,VITARA BREZZA,VXI,3,Rubber Plastic Parts,Side Rear View Mirror Outer Assembly Right,8536.14,8048.67,8048.67,28.0,2253.63,10.0,804.87,9497.43,,Surveyor noted minor scratch,,304,Replace,2025-11-03,SUR-34,GAR-169
DPRT-012896,737d2560-1c4d-4268-9f41-28abada5bdce,N003410,CLM-01974,MARUTI,VITARA BREZZA,VXI,3,Rubber Plastic Parts,Grille Radiator Lower,2235.63,2039.82,2039.82,28.0,571.15,40.0,815.93,1795.04,Rush job,,,389,Replace,2025-11-03,SUR-34,GAR-169
DPRT-012897,1d74f7e6-a4b7-4b77-a243-7ae025960470,N003410,CLM-01974,MARUTI,VITARA BREZZA,VXI,1,Metalic Parts,Fender Panel Front Right,4257.49,4044.19,4044.19,18.0,727.95,40.0,1617.68,3154.46,Pre-existing damage suspected,,,194,Replace,2025-11-03,SUR-34,GAR-169
DPRT-012898,d316b4f2-7677-4cf7-93ea-bcf8a5113054,N003410,CLM-01974,MARUTI,VITARA BREZZA,VXI,3,Rubber Plastic Parts,Fender Wheel Well Lining|Guard|Cover Right,1236.67,1177.53,1177.53,28.0,329.71,40.0,471.01,1036.23,Rush job,Customer escalated delay,,353,Replace,2025-11-03,SUR-34,GAR-169
DPRT-012899,0eae2fb9-3efe-430b-be9c-7579e2903668,N003410,CLM-01974,MARUTI,VITARA BREZZA,VXI,3,Rubber Plastic Parts,Head Light Right,18123.52,17236.13,17236.13,28.0,4826.12,40.0,6894.45,15167.8,Rush job,Customer escalated delay,,367,Replace,2025-11-03,SUR-34,GAR-169
DPRT-012900,be9d5e97-c24d-4f14-b17c-91390a5571e6,N010977,CLM-01975,HYUNDAI,GRAND I10 NIOS,SPORTZ 1.2 KAPPA VTVT,1,Metalic Parts,Door Rear Left,26081.08,23848.79,23848.79,28.0,6677.66,15.0,3577.32,26949.13,Rush job,Customer escalated delay,,150,Replace,2025-11-03,SUR-59,GAR-177
DPRT-012901,2d3df5ec-6c02-44fd-b3fd-dac8c9d75b68,N010977,CLM-01975,HYUNDAI,GRAND I10 NIOS,SPORTZ 1.2 KAPPA VTVT,3,Rubber Plastic Parts,Bumper Rear Assembly,8909.6,8260.19,8260.19,28.0,2312.85,25.0,2065.05,8507.99,Pre-existing damage suspected,,,347,Replace,2025-11-03,SUR-59,GAR-177
DPRT-012902,266b21b5-87ba-4412-9d26-c7a2bf55d0e3,N010977,CLM-01975,HYUNDAI,GRAND I10 NIOS,SPORTZ 1.2 KAPPA VTVT,3,Rubber Plastic Parts,Grille Radiator Upper,6717.01,6254.18,6254.18,28.0,1751.17,40.0,2501.67,5503.68,,,,384,Replace,2025-11-03,SUR-59,GAR-177
DPRT-012903,6123376c-e95b-4744-b8ca-05c796ab6dd1,N010977,CLM-01975,HYUNDAI,GRAND I10 NIOS,SPORTZ 1.2 KAPPA VTVT,1,Metalic Parts,Door Front Left,20385.57,19239.99,19239.99,28.0,5387.2,40.0,7696.0,16931.19,Part ordered late,,,182,Replace,2025-11-03,SUR-59,GAR-177
DPRT-012904,26c5cbe5-5175-40f8-9f7c-015049367d73,N010977,CLM-01975,HYUNDAI,GRAND I10 NIOS,SPORTZ 1.2 KAPPA VTVT,1,Metalic Parts,Door Front Right,21880.56,20074.61,20074.61,28.0,5620.89,0.0,0.0,25695.5,Part ordered late,Surveyor noted minor scratch,,198,Replace,2025-11-03,SUR-59,GAR-177
DPRT-012905,af46f45d-83b1-4e76-a694-46c67c26ab09,N010977,CLM-01975,HYUNDAI,GRAND I10 NIOS,SPORTZ 1.2 KAPPA VTVT,4,Glass Parts,Windshield Glass Front,17284.79,16129.43,16129.43,28.0,4516.24,40.0,6451.77,14193.9,Pre-existing damage suspected,,,407,Replace,2025-11-03,SUR-59,GAR-177
DPRT-012906,4db3a3b6-52cb-4bbb-9a91-245ccfaaa660,N010977,CLM-01975,HYUNDAI,GRAND I10 NIOS,SPORTZ 1.2 KAPPA VTVT,4,Glass Parts,Windshield Glass Rear,12798.18,11928.03,11928.03,0.0,0.0,5.0,596.4,11331.63,Pre-existing damage suspected,Surveyor noted minor scratch,,451,Replace,2025-11-03,SUR-59,GAR-177
DPRT-012907,d2d5f7ff-e674-4281-a94c-fdbaee72bedf,N010977,CLM-01975,HYUNDAI,GRAND I10 NIOS,SPORTZ 1.2 KAPPA VTVT,1,Metalic Parts,Fender Panel Front Left,5543.63,5071.0,5071.0,28.0,1419.88,40.0,2028.4,4462.48,Pre-existing damage suspected,Surveyor noted minor scratch,,171,Replace,2025-11-03,SUR-59,GAR-177
DPRT-012908,d568b41b-4aa3-4d5e-ad67-909e9390a0d0,N010977,CLM-01975,HYUNDAI,GRAND I10 NIOS,SPORTZ 1.2 KAPPA VTVT,1,Metalic Parts,Hinge Bonnet|Hood Left,1179.65,1112.91,1112.91,0.0,0.0,0.0,0.0,1112.91,Part ordered late,,,189,Replace,2025-11-03,SUR-59,GAR-177
DPRT-012909,d1f730fd-0bc8-4e77-86a6-abf3f6bbf517,N010977,CLM-01975,HYUNDAI,GRAND I10 NIOS,SPORTZ 1.2 KAPPA VTVT,3,Rubber Plastic Parts,Carrier Bulkhead Radiator Support,15807.21,14677.62,14677.62,28.0,4109.73,40.0,5871.05,12916.3,,Customer escalated delay,,321,Replace,2025-11-03,SUR-59,GAR-177
DPRT-012910,b07b2f67-d0df-4c21-b0cd-1173b5569399,N010977,CLM-01975,HYUNDAI,GRAND I10 NIOS,SPORTZ 1.2 KAPPA VTVT,3,Rubber Plastic Parts,Tail Light Left,7963.74,7399.98,7399.98,28.0,2071.99,40.0,2959.99,6511.98,,Surveyor noted minor scratch,,326,Replace,2025-11-03,SUR-59,GAR-177
DPRT-012911,a96f268d-1d53-42b7-9ae0-b8a0b69ae50d,N161521,CLM-01976,MARUTI,VITARA BREZZA,ZDI PLUS,1,Metalic Parts,Fender Panel Front Left,4285.32,3911.65,3911.65,28.0,1095.26,40.0,1564.66,3442.25,Part ordered late,,,171,Replace,2025-11-03,SUR-42,GAR-197
DPRT-012912,0503ecaf-7b50-4734-b31a-49a11c41d8b0,N161521,CLM-01976,MARUTI,VITARA BREZZA,ZDI PLUS,3,Rubber Plastic Parts,Bumper Front Assembly,5416.51,5057.39,5057.39,28.0,1416.07,5.0,252.87,6220.59,Pre-existing damage suspected,Customer escalated delay,,341,Replace,2025-11-03,SUR-42,GAR-197
DPRT-012913,554b65f0-c878-46c2-b441-410e9e3aff5b,N161521,CLM-01976,MARUTI,VITARA BREZZA,ZDI PLUS,3,Rubber Plastic Parts,Bumper Front Upper,3699.89,3496.24,3496.24,28.0,978.95,10.0,349.62,4125.57,Part ordered late,,,346,Replace,2025-11-03,SUR-42,GAR-197
DPRT-012914,de2b4f78-6e59-4eff-bf99-c70224c4e382,N161521,CLM-01976,MARUTI,VITARA BREZZA,ZDI PLUS,1,Metalic Parts,Roof Panel Assembly,14867.95,13655.78,13655.78,28.0,3823.62,40.0,5462.31,12017.09,Rush job,,,157,Replace,2025-11-03,SUR-42,GAR-197
DPRT-012915,a528b679-f57c-4ab6-b35c-b3f0d8ad40d7,N161521,CLM-01976,MARUTI,VITARA BREZZA,ZDI PLUS,1,Metalic Parts,Bonnet|Hood Assembly,12064.83,11394.48,11394.48,28.0,3190.45,40.0,4557.79,10027.14,,Surveyor noted minor scratch,,181,Replace,2025-11-03,SUR-42,GAR-197
DPRT-012916,29acceb9-2c25-4017-be9a-ce05835d081d,N161521,CLM-01976,MARUTI,VITARA BREZZA,ZDI PLUS,3,Rubber Plastic Parts,Carrier Bulkhead Radiator Support,12175.4,11321.96,11321.96,28.0,3170.15,40.0,4528.78,9963.33,Part ordered late,Surveyor noted minor scratch,,321,Replace,2025-11-03,SUR-42,GAR-197
DPRT-012917,df97ff91-1a14-45f7-99d5-79e67528a578,N161521,CLM-01976,MARUTI,VITARA BREZZA,ZDI PLUS,3,Rubber Plastic Parts,Head Light Left,18476.62,17227.24,17227.24,28.0,4823.63,40.0,6890.9,15159.97,Rush job,,,328,Replace,2025-11-03,SUR-42,GAR-197
DPRT-012918,11501ae0-b1e9-475c-a374-de8389ec7e12,N003410,CLM-01977,MARUTI,BALENO HATCHBACK,Zeta 1.2,3,Rubber Plastic Parts,Bumper Front Assembly,5299.2,5029.42,5029.42,18.0,905.3,40.0,2011.77,3922.95,,Customer escalated delay,,341,Replace,2025-11-03,SUR-57,GAR-109
DPRT-012919,2f562f17-1a19-4aea-9263-fbf5f6dbe17e,N003410,CLM-01977,MARUTI,BALENO HATCHBACK,Zeta 1.2,1,Metalic Parts,Hinge Bonnet|Hood Right,918.7,860.48,860.48,28.0,240.93,40.0,344.19,757.22,Part ordered late,Customer escalated delay,,104,Replace,2025-11-03,SUR-57,GAR-109
DPRT-012920,0cdc0ed7-291e-4b40-8e3d-c09c067a7d8f,N003410,CLM-01977,MARUTI,BALENO HATCHBACK,Zeta 1.2,3,Rubber Plastic Parts,Radiator Cooling Fan Assembly,7626.74,6941.08,6941.08,28.0,1943.5,40.0,2776.43,6108.15,,,,347,Replace,2025-11-03,SUR-57,GAR-109
DPRT-012921,d744a806-e513-4ab4-b614-4305cfbaa011,N003410,CLM-01977,MARUTI,BALENO HATCHBACK,Zeta 1.2,3,Rubber Plastic Parts,Head Light Right,17146.88,16223.56,16223.56,0.0,0.0,40.0,6489.42,9734.14,Part ordered late,Customer escalated delay,,367,Replace,2025-11-03,SUR-57,GAR-109
DPRT-012922,4aff3abd-7c5b-47be-b30b-9a507640f8c7,N003410,CLM-01977,MARUTI,BALENO HATCHBACK,Zeta 1.2,1,Metalic Parts,Fender Panel Front Left,4127.26,3890.01,3890.01,18.0,700.2,40.0,1556.0,3034.21,,Surveyor noted minor scratch,,171,Replace,2025-11-03,SUR-57,GAR-109
DPRT-012923,ef89fa88-fa76-4a2d-a0fb-02d2d90033d2,N003410,CLM-01977,MARUTI,BALENO HATCHBACK,Zeta 1.2,3,Rubber Plastic Parts,Sealant Front Windshield Glass 1,2306.83,2163.21,2163.21,28.0,605.7,40.0,865.28,1903.63,Pre-existing damage suspected,,,385,Replace,2025-11-03,SUR-57,GAR-109
DPRT-012924,5e95a3a3-70d9-4c33-ae3d-b89f049ebf01,N003410,CLM-01977,MARUTI,BALENO HATCHBACK,Zeta 1.2,3,Rubber Plastic Parts,Cover Fog Light Right,970.4,901.7,901.7,28.0,252.48,40.0,360.68,793.5,Part ordered late,Customer escalated delay,,385,Replace,2025-11-03,SUR-57,GAR-109
DPRT-012925,19b5cf50-f753-4e3f-bf2d-d062005c0f3b,N003410,CLM-01977,MARUTI,BALENO HATCHBACK,Zeta 1.2,3,Rubber Plastic Parts,AC Gas Refrigerant Recovery and Refill,1368.93,1290.19,1290.19,28.0,361.25,40.0,516.08,1135.36,,Surveyor noted minor scratch,,384,Replace,2025-11-03,SUR-57,GAR-109
DPRT-012926,d845e1a1-797a-4d43-b931-e3355d9af629,N010977,CLM-01978,MARUTI,ALTO,K10 VXI,1,Metalic Parts,Dicky | Trunk Assembly,16022.08,14871.56,14871.56,28.0,4164.04,40.0,5948.62,13086.98,Rush job,Customer escalated delay,,198,Replace,2025-11-03,SUR-14,GAR-165
DPRT-012927,72287afb-7f02-4395-a4f1-8f73d172c923,N010977,CLM-01978,MARUTI,ALTO,K10 VXI,1,Metalic Parts,AC Condenser Assembly,10869.5,9900.38,9900.38,28.0,2772.11,40.0,3960.15,8712.34,Rush job,Customer escalated delay,,133,Replace,2025-11-03,SUR-14,GAR-165
DPRT-012928,89fbecbd-3e54-4604-8d14-97a24b5c1022,N010977,CLM-01978,MARUTI,ALTO,K10 VXI,3,Rubber Plastic Parts,Tail Light Right,6148.31,5634.27,5634.27,28.0,1577.6,40.0,2253.71,4958.16,Rush job,Surveyor noted minor scratch,,336,Replace,2025-11-03,SUR-14,GAR-165
DPRT-012929,39823d9a-9857-4286-98dc-75faa246e7f0,N010977,CLM-01978,MARUTI,ALTO,K10 VXI,3,Rubber Plastic Parts,Bumper Rear Assembly,7011.99,6496.06,6496.06,28.0,1818.9,40.0,2598.42,5716.54,Part ordered late,Customer escalated delay,,347,Replace,2025-11-03,SUR-14,GAR-165
DPRT-012930,0630c369-bd3f-4564-b12c-d42ce615c15a,N010977,CLM-01978,MARUTI,ALTO,K10 VXI,1,Metalic Parts,Quarter Panel Rear Left,17089.99,15771.47,15771.47,18.0,2838.86,40.0,6308.59,12301.74,,Surveyor noted minor scratch,,103,Replace,2025-11-03,SUR-14,GAR-165
DPRT-012931,b5e47c75-223e-4e67-a27d-99e51542bb89,N010977,CLM-01978,MARUTI,ALTO,K10 VXI,1,Metalic Parts,Back Panel Assembly,6849.83,6502.42,6502.42,28.0,1820.68,5.0,325.12,7997.98,Rush job,,,159,Replace,2025-11-03,SUR-14,GAR-165
DPRT-012932,ff9e8e2a-ba15-43a8-b172-e1cc36c95c11,N010977,CLM-01978,MARUTI,ALTO,K10 VXI,3,Rubber Plastic Parts,Bumper Rear Upper,5749.29,5374.92,5374.92,28.0,1504.98,40.0,2149.97,4729.93,Pre-existing damage suspected,Customer escalated delay,,343,Replace,2025-11-03,SUR-14,GAR-165
DPRT-012933,50ee0ebc-166a-4652-8044-c66eb5c5f03c,N010977,CLM-01978,MARUTI,ALTO,K10 VXI,3,Rubber Plastic Parts,Sealant Body 1,1854.46,1720.66,1720.66,28.0,481.78,35.0,602.23,1600.21,Pre-existing damage suspected,Customer escalated delay,,352,Replace,2025-11-03,SUR-14,GAR-165
DPRT-012934,ca29f680-4828-424e-a962-e510f88433c4,N055527,CLM-01979,HYUNDAI,CRETA,1.5 E DIESEL,3,Rubber Plastic Parts,AC Gas Refrigerant Recovery and Refill,1736.63,1599.46,1599.46,28.0,447.85,0.0,0.0,2047.31,Part ordered late,Customer escalated delay,,384,Replace,2025-11-03,SUR-41,GAR-188
DPRT-012935,083be8c2-885b-44b5-952f-b9fc1a55b9f8,N055527,CLM-01979,HYUNDAI,CRETA,1.5 E DIESEL,1,Metalic Parts,Bonnet|Hood Assembly,14983.62,14047.71,14047.71,28.0,3933.36,40.0,5619.08,12361.99,Rush job,Surveyor noted minor scratch,,181,Replace,2025-11-03,SUR-41,GAR-188
DPRT-012936,82c47160-36a2-44ec-872a-8e608405da9a,N055527,CLM-01979,HYUNDAI,CRETA,1.5 E DIESEL,3,Rubber Plastic Parts,Bumper Front Assembly,6643.67,6235.02,6235.02,0.0,0.0,10.0,623.5,5611.52,Part ordered late,Customer escalated delay,,341,Replace,2025-11-03,SUR-41,GAR-188
DPRT-012937,5326e6b7-3b8f-446a-a542-e8c13e7d4876,N055527,CLM-01979,HYUNDAI,CRETA,1.5 E DIESEL,1,Metalic Parts,Running Board|Gusset Panel Right,16856.9,15974.91,15974.91,28.0,4472.97,40.0,6389.96,14057.92,,Surveyor noted minor scratch,,133,Replace,2025-11-03,SUR-41,GAR-188
DPRT-012938,6946b229-78ba-4e73-9edd-64b39c1f4935,N003274,CLM-01980,MARUTI,ALTO 800,LXI,1,Metalic Parts,Bonnet|Hood Assembly,13186.31,12021.71,12021.71,28.0,3366.08,5.0,601.09,14786.7,Part ordered late,Surveyor noted minor scratch,,181,Replace,2025-11-03,SUR-55,GAR-133
DPRT-012939,86e2b26e-f6a7-4edc-9d5d-e7fed785511f,N003274,CLM-01980,MARUTI,ALTO 800,LXI,3,Rubber Plastic Parts,Grille Radiator Middle,6705.5,6381.65,6381.65,28.0,1786.86,0.0,0.0,8168.51,Pre-existing damage suspected,,,339,Replace,2025-11-03,SUR-55,GAR-133
DPRT-012940,c0fcfc8f-8bfe-4343-bbaa-832810db435a,N003274,CLM-01980,MARUTI,ALTO 800,LXI,1,Metalic Parts,Hinge Bonnet|Hood Right,988.04,912.9,912.9,18.0,164.32,0.0,0.0,1077.22,Pre-existing damage suspected,,,104,Replace,2025-11-03,SUR-55,GAR-133
DPRT-012941,3330c67f-28c5-421b-b77f-9f357ef60a28,N003274,CLM-01980,MARUTI,ALTO 800,LXI,3,Rubber Plastic Parts,Moulding Front Windshield,962.59,886.65,886.65,18.0,159.6,35.0,310.33,735.92,Pre-existing damage suspected,Customer escalated delay,,385,Replace,2025-11-03,SUR-55,GAR-133
DPRT-012942,c2432a20-afc9-4fca-9613-2e49f1958f32,N003274,CLM-01980,MARUTI,ALTO 800,LXI,3,Rubber Plastic Parts,Radiator Assembly,7876.07,7306.33,7306.33,28.0,2045.77,40.0,2922.53,6429.57,Rush job,Surveyor noted minor scratch,,342,Replace,2025-11-03,SUR-55,GAR-133
DPRT-012943,878de3a7-58a5-4fb3-b8b6-3ed22af4ded8,N003274,CLM-01980,MARUTI,ALTO 800,LXI,3,Rubber Plastic Parts,Head Light Left,19983.74,18175.55,18175.55,28.0,5089.15,10.0,1817.56,21447.14,,Surveyor noted minor scratch,,328,Replace,2025-11-03,SUR-55,GAR-133
DPRT-012944,e32744ba-4274-4ede-917f-1a2c0f55eb7a,N003274,CLM-01980,MARUTI,ALTO 800,LXI,3,Rubber Plastic Parts,Head Light Right,18577.82,17211.82,17211.82,28.0,4819.31,10.0,1721.18,20309.95,,Surveyor noted minor scratch,,367,Replace,2025-11-03,SUR-55,GAR-133
DPRT-012945,3aa2df44-e808-492b-b691-8e0f62d8cdde,N003274,CLM-01980,MARUTI,ALTO 800,LXI,1,Metalic Parts,Carrier Radiator Support Upper Member,2725.18,2580.45,2580.45,28.0,722.53,40.0,1032.18,2270.8,Pre-existing damage suspected,,,176,Replace,2025-11-03,SUR-55,GAR-133
DPRT-012946,707b24ed-4646-49d4-ac61-46c26be1c111,N003274,CLM-01980,MARUTI,ALTO 800,LXI,6,Consumable,CLIP,445.29,410.38,410.38,28.0,114.91,40.0,164.15,361.14,Pre-existing damage suspected,Surveyor noted minor scratch,,522,Replace,2025-11-03,SUR-55,GAR-133
DPRT-012947,b06e0d82-b6a9-4d76-93ae-e8e550026475,N003274,CLM-01980,MARUTI,ALTO 800,LXI,1,Metalic Parts,AC Condenser Assembly,10984.4,10245.42,10245.42,28.0,2868.72,15.0,1536.81,11577.33,Pre-existing damage suspected,Surveyor noted minor scratch,,133,Replace,2025-11-03,SUR-55,GAR-133
DPRT-012948,baab958b-599a-4bac-87d0-e4bbfba1c43b,N003274,CLM-01980,MARUTI,ALTO 800,LXI,1,Metalic Parts,Fender Panel Front Right,4433.95,4038.48,4038.48,28.0,1130.77,40.0,1615.39,3553.86,Pre-existing damage suspected,,,194,Replace,2025-11-03,SUR-55,GAR-133
DPRT-012949,4bf4478a-9638-4d72-a4a5-1e1bd7d66d21,N010977,CLM-01981,MARUTI,ALTO 800,LXI,3,Rubber Plastic Parts,Bumper Front Assembly,5639.31,5309.81,5309.81,28.0,1486.75,40.0,2123.92,4672.64,Pre-existing damage suspected,,,341,Replace,2025-11-03,SUR-57,GAR-153
DPRT-012950,d73c8d79-e851-4bcb-9c39-b5a9d3771a78,N010977,CLM-01981,MARUTI,ALTO 800,LXI,3,Rubber Plastic Parts,Grille Radiator Lower,2196.14,2027.03,2027.03,28.0,567.57,40.0,810.81,1783.79,Pre-existing damage suspected,Surveyor noted minor scratch,,389,Replace,2025-11-03,SUR-57,GAR-153
DPRT-012951,30759049-8afa-4b95-a7e2-109afa42f84b,N010977,CLM-01981,MARUTI,ALTO 800,LXI,1,Metalic Parts,Hinge Bonnet|Hood Right,990.81,908.45,908.45,28.0,254.37,5.0,45.42,1117.4,Pre-existing damage suspected,Surveyor noted minor scratch,,104,Replace,2025-11-03,SUR-57,GAR-153
DPRT-012952,d3912d35-855a-4ca0-be45-bccce7530c17,N010977,CLM-01981,MARUTI,ALTO 800,LXI,1,Metalic Parts,AC Condenser Assembly,11052.13,10195.54,10195.54,28.0,2854.75,40.0,4078.22,8972.07,Part ordered late,Customer escalated delay,,133,Replace,2025-11-03,SUR-57,GAR-153
DPRT-012953,67ec6c15-772c-4f4d-9ee9-c3409c83a5b3,N010977,CLM-01981,MARUTI,ALTO 800,LXI,1,Metalic Parts,Fender Panel Front Right,4288.31,4018.82,4018.82,28.0,1125.27,40.0,1607.53,3536.56,Pre-existing damage suspected,,,194,Replace,2025-11-03,SUR-57,GAR-153
DPRT-012954,4454d470-9daa-4966-9cf4-62b27e86f037,N010977,CLM-01981,MARUTI,ALTO 800,LXI,3,Rubber Plastic Parts,Grille Radiator Upper,5323.56,5065.11,5065.11,18.0,911.72,40.0,2026.04,3950.79,,Customer escalated delay,,384,Replace,2025-11-03,SUR-57,GAR-153
DPRT-012955,d6ec7b34-2b31-418e-8f06-7f87ac3387a2,N010977,CLM-01981,MARUTI,ALTO 800,LXI,1,Metalic Parts,Dicky | Trunk Assembly,16235.37,15314.92,15314.92,18.0,2756.69,40.0,6125.97,11945.64,Part ordered late,Surveyor noted minor scratch,,198,Replace,2025-11-03,SUR-57,GAR-153
DPRT-012956,1ba03e3d-b560-4ea6-9642-a74811c48125,N010977,CLM-01981,MARUTI,ALTO 800,LXI,3,Rubber Plastic Parts,Bumper Front Lower,3319.87,3104.37,3104.37,28.0,869.22,40.0,1241.75,2731.84,Part ordered late,,,335,Replace,2025-11-03,SUR-57,GAR-153
DPRT-012957,20923236-20b2-4e33-9b96-eda0dcfdd506,N010977,CLM-01981,MARUTI,ALTO 800,LXI,4,Glass Parts,Windshield Glass Rear,10585.98,9660.21,9660.21,0.0,0.0,40.0,3864.08,5796.13,,,,451,Replace,2025-11-03,SUR-57,GAR-153
DPRT-012958,f4b420d0-985a-4d69-86b4-b9d5a9a5c6a0,N010977,CLM-01981,MARUTI,ALTO 800,LXI,3,Rubber Plastic Parts,Head Light Right,18410.41,17128.0,17128.0,28.0,4795.84,0.0,0.0,21923.84,Part ordered late,Customer escalated delay,,367,Replace,2025-11-03,SUR-57,GAR-153
DPRT-012959,7fad43af-cf28-4f3a-96bd-5bfe76bc9e40,N010977,CLM-01981,MARUTI,ALTO 800,LXI,3,Rubber Plastic Parts,Grille Radiator Middle,6876.56,6350.58,6350.58,28.0,1778.16,40.0,2540.23,5588.51,Rush job,Customer escalated delay,,339,Replace,2025-11-03,SUR-57,GAR-153
DPRT-012960,026cae68-e7fe-4ee4-8eaf-e1b7c659ea86,N010977,CLM-01982,MARUTI,SWIFT DZIRE,VDI,1,Metalic Parts,Door Rear Left,20155.64,18390.33,18390.33,28.0,5149.29,40.0,7356.13,16183.49,Pre-existing damage suspected,Customer escalated delay,,150,Replace,2025-11-03,SUR-35,GAR-110
DPRT-012961,6cefa00e-aee3-4d97-bc87-fd98aa87fa06,N010977,CLM-01982,MARUTI,SWIFT DZIRE,VDI,1,Metalic Parts,Fender Panel Front Right,4200.1,3826.52,3826.52,28.0,1071.43,40.0,1530.61,3367.34,Part ordered late,,,194,Replace,2025-11-03,SUR-35,GAR-110
DPRT-012962,65a0a17f-78fb-4622-8bc7-8a0cbcdc752d,N010977,CLM-01982,MARUTI,SWIFT DZIRE,VDI,3,Rubber Plastic Parts,Fog Light Front Left,5133.58,4775.79,4775.79,28.0,1337.22,0.0,0.0,6113.01,,Surveyor noted minor scratch,,313,Replace,2025-11-03,SUR-35,GAR-110
DPRT-012963,e512f0a3-5f28-4436-84ab-5f3a49b49614,N010977,CLM-01982,MARUTI,SWIFT DZIRE,VDI,3,Rubber Plastic Parts,Sealant Front Windshield Glass 1,2389.94,2174.53,2174.53,18.0,391.42,40.0,869.81,1696.14,Pre-existing damage suspected,Surveyor noted minor scratch,,385,Replace,2025-11-03,SUR-35,GAR-110
DPRT-012964,dee964e8-bbad-4a1b-87fc-0dea2659b8d7,N161521,CLM-01983,HONDA,AMAZE,1.2 SMT i-VTEC,1,Metalic Parts,AC Condenser Assembly,11634.82,10807.68,10807.68,28.0,3026.15,40.0,4323.07,9510.76,,Customer escalated delay,,133,Replace,2025-11-03,SUR-54,GAR-146
DPRT-012965,a93b726f-bb2c-490a-a871-ccfbac39709c,N161521,CLM-01983,HONDA,AMAZE,1.2 SMT i-VTEC,3,Rubber Plastic Parts,Radiator Cooling Fan Assembly,8362.03,7768.02,7768.02,28.0,2175.05,40.0,3107.21,6835.86,Rush job,Customer escalated delay,,347,Replace,2025-11-03,SUR-54,GAR-146
DPRT-012966,dcbf20b1-f9e8-47f6-9858-37603194c26b,N161521,CLM-01983,HONDA,AMAZE,1.2 SMT i-VTEC,3,Rubber Plastic Parts,Grille Radiator Lower,2308.12,2148.73,2148.73,28.0,601.64,40.0,859.49,1890.88,Rush job,Customer escalated delay,,389,Replace,2025-11-03,SUR-54,GAR-146
DPRT-012967,06188480-67d1-4227-9cd1-b7374aa7a291,N161521,CLM-01983,HONDA,AMAZE,1.2 SMT i-VTEC,1,Metalic Parts,Hinge Bonnet|Hood Left,1024.57,955.44,955.44,18.0,171.98,40.0,382.18,745.24,Part ordered late,Surveyor noted minor scratch,,189,Replace,2025-11-03,SUR-54,GAR-146
DPRT-012968,166d2bf4-aceb-4232-87c5-786747c1056f,N161521,CLM-01983,HONDA,AMAZE,1.2 SMT i-VTEC,1,Metalic Parts,Bonnet|Hood Assembly,13359.82,12681.45,12681.45,18.0,2282.66,40.0,5072.58,9891.53,,Customer escalated delay,,181,Replace,2025-11-03,SUR-54,GAR-146
DPRT-012969,712d20c6-2fac-499d-a754-39131b82c711,N161521,CLM-01983,HONDA,AMAZE,1.2 SMT i-VTEC,3,Rubber Plastic Parts,Fog Light Front Right,5405.22,5103.1,5103.1,18.0,918.56,40.0,2041.24,3980.42,Pre-existing damage suspected,Surveyor noted minor scratch,,332,Replace,2025-11-03,SUR-54,GAR-146
DPRT-012970,3b0047f4-7d07-44e2-8950-0c784cfec8d0,N161521,CLM-01983,HONDA,AMAZE,1.2 SMT i-VTEC,3,Rubber Plastic Parts,Radiator Assembly,8270.1,7707.29,7707.29,18.0,1387.31,40.0,3082.92,6011.68,,,,342,Replace,2025-11-03,SUR-54,GAR-146
DPRT-012971,49e51140-153a-422b-a535-9e894eaa4644,N161521,CLM-01983,HONDA,AMAZE,1.2 SMT i-VTEC,3,Rubber Plastic Parts,Carrier Bulkhead Radiator Support,13773.72,12600.74,12600.74,28.0,3528.21,40.0,5040.3,11088.65,Pre-existing damage suspected,Surveyor noted minor scratch,,321,Replace,2025-11-03,SUR-54,GAR-146
