vehicle_id,vin_code,registration_id,vehicle_make,vehicle_model,vehicle_variant,vehicle_valuation,vehicle_age,vehicle_mfg_year,vehicle_reg_date,rto_details,vehicle_body_type,vehicle_engine_fuel_type,vehicle_engine_capacity,safety_flag_driver_airbag,safety_flag_passenger_airbag,safety_flag_side_airbag,safety_flag_abs,security_features_flag,kilometers_driven,usage_type,prev_damage_desc,modification_desc,vehicle_transfer_date
VEH-12584,DWL45Q59B419679060,GJ62A8992,HONDA,AMAZE,1.5 SMT i-DTEC,414523.73,14,2011,2011-10-02,De-GUR,Sedan,Diesel,1498,0,0,0,1,0,48557,Private,,Body kit,2014-02-15
VEH-12585,SPR30Y41S825765589,MH33D7428,TOYOTA KIRLOSKAR,INNOVA CRYSTA,2.8 GX AT 7 STR,1377094.96,10,2015,2015-01-25,Ta-MAD,MUV,Diesel,2755,0,0,0,1,0,62247,Private,Minor scratches,,
VEH-12586,EQR64X26C416032591,TN09A7359,MAHINDRA,SCORPIO,S11 2WD 7STR,1194156.78,8,2017,2017-12-18,Ma-MUM,SUV,Diesel,2184,0,0,0,1,0,46355,Private,Dent on door,,
VEH-12587,RDG64G28W873053665,MH84B7114,HONDA,AMAZE,1.2 SMT i-VTEC,378252.06,12,2013,2013-10-06,We-HOW,Sedan,Petrol,1199,1,1,0,0,1,27058,Private,Minor scratches,Body kit,2016-06-20
VEH-12588,RQH43S97H535885699,WB48A7616,MARUTI,DZIRE,VXI,588073.51,6,2019,2019-09-19,De-NOI,Sedan,Petrol,1197,0,1,0,1,1,143996,Private,Minor scratches,None,
VEH-12589,PXR79B03M540812480,UP37A2176,MARUTI,BALENO HATCHBACK,Delta 1.2,390139.98,14,2011,2011-11-25,De-GUR,Hatchback,Petrol,1197,1,1,0,1,0,32213,Private,,Body kit,
VEH-12590,NYL31S41X922373695,UP46B4953,HONDA,AMAZE,1.2 VXMT i-VTEC,617644.42,9,2016,2016-07-07,Ka-BAN,Sedan,Petrol,1199,1,0,0,1,0,139576,Private,None,,
VEH-12591,RFD12Q20M580021817,DL31C9072,HYUNDAI,VENUE,1.2 S PETROL,436340.77,13,2012,2012-07-15,Ta-COI,SUV,Petrol,1197,1,0,0,1,1,62706,Private,,None,
VEH-12592,ADY44V26A138444958,UP32D5146,MARUTI,SWIFT,1.2 VXi BS IV,502957.61,5,2020,2020-04-14,De-NOI,Hatchback,Petrol,1197,0,1,1,1,1,68200,Private,,Alloy wheels,
VEH-12593,WIQ31I14G111073206,RJ85C6331,HONDA,AMAZE,1.2 SMT i-VTEC,398160.06,11,2014,2014-01-02,Ma-PUN,Sedan,Petrol,1199,1,0,1,0,0,87478,Private,None,Body kit,2015-07-23
VEH-12594,IBT92E19U896902437,RJ23A5649,HONDA,CITY,1.5 V MT,981862.24,8,2017,2017-07-19,Ma-MUM,Sedan,Petrol,1498,0,0,0,0,1,60793,Private,Minor scratches,,
VEH-12595,EHL44X97F737232307,RJ75C5233,HONDA,AMAZE,1.2 SMT i-VTEC,541646.66,5,2020,2020-01-15,Ka-MYS,Sedan,Petrol,1199,1,1,0,1,0,109073,Commercial,Dent on door,None,
VEH-12596,SYU15Y24G103814851,MH67A8067,HONDA,AMAZE,1.2 SMT i-VTEC,600162.5,3,2022,2022-07-24,Ta-COI,Sedan,Petrol,1199,0,1,0,0,1,10705,Private,Minor scratches,Alloy wheels,
VEH-12597,JYR02J56O363345469,WB41A2996,MAHINDRA,SCORPIO,S9 2WD 7STR,741265.97,15,2010,2010-09-01,Ma-NAG,SUV,Diesel,2184,1,0,0,1,0,57448,Private,,Alloy wheels,2013-03-14
VEH-12598,UIH77N20A611529876,TN60D5194,MARUTI,SWIFT,VXI,324303.86,15,2010,2010-09-18,De-NOI,Hatchback,Petrol,1197,0,1,0,0,0,42027,Commercial,,None,
VEH-12599,BGE47D53L473133624,GJ42C2889,MARUTI,SWIFT,VXI,600162.5,3,2022,2022-10-05,Ta-CHE,Hatchback,Petrol,1197,0,0,1,0,1,106687,Private,,None,
VEH-12600,PWH92S39E423354946,UP82B3288,MARUTI,ALTO 800,LXI,227520.04,11,2014,2014-03-16,De-NOI,Hatchback,Petrol,796,0,1,0,1,0,113958,Private,None,Body kit,
VEH-12601,OYW28R93F336760271,KA42D3991,MARUTI,SWIFT DZIRE,VDI,393797.55,15,2010,2010-04-15,Ka-BAN,Sedan,Diesel,1248,1,1,0,0,0,79053,Commercial,,Alloy wheels,
VEH-12602,SUO08W00Y007442521,KA56D8727,MARUTI,SWIFT,VDI (DIESEL),410673.67,13,2012,2012-11-12,Ka-BAN,Hatchback,Diesel,1248,1,1,0,0,0,112549,Private,Dent on door,,
VEH-12603,YBK05B96S851298244,WB22B5951,TOYOTA KIRLOSKAR,INNOVA CRYSTA,2.8 GX AT 7 STR,1065569.83,15,2010,2010-07-10,Ma-NAG,MUV,Diesel,2755,1,1,0,1,0,84833,Private,,None,
VEH-12604,NRT59O96D005974035,MH63A2404,MARUTI,BALENO HATCHBACK,Zeta 1.2,416962.11,15,2010,2010-02-25,Ma-PUN,Hatchback,Petrol,1197,0,0,0,1,1,144180,Private,None,Body kit,
VEH-12605,XND54L55H134191196,KA92B6111,MAHINDRA,THAR,LX HARD TOP AT 4STR DIESEL,787595.09,15,2010,2010-09-26,Ta-COI,SUV,Diesel,2184,0,0,0,1,1,37482,Private,Dent on door,Body kit,2012-03-23
VEH-12606,ZJN01I38T995749532,UP62C3490,HONDA,AMAZE,1.2 VXMT i-VTEC,684370.55,7,2018,2018-07-03,Ta-CHE,Sedan,Petrol,1199,1,0,0,1,0,127393,Private,Dent on door,Alloy wheels,
VEH-12607,BOZ37D84D901149494,UP66D8334,MARUTI,SWIFT,VXI,464394.3,8,2017,2017-07-09,Ka-MYS,Hatchback,Petrol,1197,0,1,0,1,0,74447,Commercial,Dent on door,None,
VEH-12608,RDG81O53G125883167,MH77D2564,HONDA,AMAZE,1.2 SMT i-VTEC,541646.66,5,2020,2020-03-21,Ka-BAN,Sedan,Petrol,1199,1,0,0,1,0,140172,Private,Dent on door,,
VEH-12609,ERQ50S70M349140763,DL52D1549,HYUNDAI,GRAND I10,SPORTZ 1.2 KAPPA VTVT,521284.0,4,2021,2021-03-04,De-NOI,Hatchback,Petrol,1197,1,0,0,0,0,112847,Private,,None,
VEH-12610,ECM52H70N624677936,GJ90C2211,MARUTI,VITARA BREZZA,ZDI PLUS,1083000.0,2,2023,2023-11-09,Ka-MYS,SUV,Diesel,1248,0,0,0,1,1,138429,Private,None,,
VEH-12611,OPZ21E24P729092268,RJ46B3543,HYUNDAI,CRETA,1.4 E Plus,778358.02,10,2015,2015-02-06,Ma-NAG,SUV,Diesel,1582,1,0,0,1,1,134734,Private,None,Body kit,
VEH-12612,CBG83G85T149218881,UP74A8859,MAHINDRA,SCORPIO,S11 2WD 7STR,1710000.0,1,2024,2024-08-25,Ka-MYS,SUV,Diesel,2184,1,1,0,1,0,93066,Private,Minor scratches,Body kit,
VEH-12613,MYW25O25F463184655,TN21D5445,HYUNDAI,CRETA,1.5 E DIESEL,699624.11,11,2014,2014-01-14,Ka-MYS,SUV,Diesel,1493,1,0,0,0,0,13559,Private,None,,
VEH-12614,DJE31B16W908237583,WB60A1599,HONDA,AMAZE,VX PETROL,477921.48,14,2011,2011-05-09,Ka-MYS,Sedan,Petrol,1199,0,0,1,1,1,112987,Private,None,Alloy wheels,2013-08-24
VEH-12615,SYL08U15U997336574,TN72C9629,TOYOTA KIRLOSKAR,INNOVA CRYSTA,2.8 GX AT 7 STR,1377094.96,10,2015,2015-05-17,Ta-CHE,MUV,Diesel,2755,0,0,0,1,0,88738,Private,Minor scratches,None,
VEH-12616,TQI09M88J894698542,RJ60A3221,MARUTI,ERTIGA,1.5 VXI CNG,693274.35,9,2016,2016-09-02,Ma-NAG,MUV,CNG,1462,1,0,1,0,1,91732,Private,Dent on door,Alloy wheels,
VEH-12617,LDW70M08S245570827,KA22D2839,HONDA,AMAZE,1.2 VXMT i-VTEC,684370.55,7,2018,2018-06-07,De-NOI,Sedan,Petrol,1199,0,1,0,1,1,53327,Private,,Alloy wheels,
VEH-12618,KDW53J37B209223801,DL55A8963,MARUTI,BALENO HATCHBACK,Zeta 1.2,567224.47,9,2016,2016-01-23,We-KOL,Hatchback,Petrol,1197,0,1,0,1,0,76315,Private,Dent on door,None,
VEH-12619,WVZ01R08O949003184,MH57C8550,MARUTI,VITARA BREZZA,ZDI PLUS,1200000.0,0,2025,2025-08-01,Ma-NAG,SUV,Diesel,1248,0,1,1,0,0,133153,Private,,None,
VEH-12620,YDZ06W10G685898817,RJ72C8433,MAHINDRA,THAR,LX HARD TOP AT 4STR DIESEL,1017852.8,10,2015,2015-06-04,Ma-MUM,SUV,Diesel,2184,1,1,0,1,0,6679,Private,,None,
VEH-12621,BQP86M15H130290706,KA18B4315,MAHINDRA,SCORPIO,S11 2WD 7STR,1257007.13,7,2018,2018-12-20,De-NEW,SUV,Diesel,2184,1,0,0,1,1,93479,Private,None,Alloy wheels,
VEH-12622,MTD54U52G600984116,TN96A8122,MARUTI,SWIFT,1.2 VXi BS IV,477809.73,6,2019,2019-04-05,Ma-MUM,Hatchback,Petrol,1197,1,0,0,1,0,42752,Private,,Body kit,
VEH-12623,ZYC54O54L338666846,GJ60A5179,MARUTI,SWIFT,VXI,488836.11,7,2018,2018-04-15,Ta-MAD,Hatchback,Petrol,1197,1,1,1,1,0,15777,Private,,Alloy wheels,
VEH-12624,UJN20G70R150769644,WB80B2047,HYUNDAI,CRETA,1.4 E Plus,955619.46,6,2019,2019-04-27,Ma-MUM,SUV,Diesel,1582,0,0,0,1,1,106615,Private,None,None,
VEH-12625,KIT16E57O489980797,WB35A3666,MARUTI,VITARA BREZZA,VDI,597240.1,11,2014,2014-04-06,De-NEW,SUV,Diesel,1248,0,0,0,0,0,126755,Private,None,None,2016-09-14
VEH-12626,KFX42Y16H308730222,GJ56A5455,MARUTI,DZIRE,VXI,722000.0,2,2023,2023-07-03,Ta-COI,Sedan,Petrol,1197,1,0,1,0,1,134344,Private,Minor scratches,None,2026-03-03
VEH-12627,ZZW15V63I949518237,RJ16B6174,MARUTI,SWIFT,1.2 VXi BS IV,650000.0,0,2025,2025-01-18,We-KOL,Hatchback,Petrol,1197,0,0,0,0,0,88328,Private,Minor scratches,,2027-04-21
VEH-12628,ANZ43X25C025989352,TN87B4832,HONDA,AMAZE,1.2 SMT i-VTEC,541646.66,5,2020,2020-08-05,We-HOW,Sedan,Petrol,1199,0,1,0,0,0,130028,Private,,Alloy wheels,
VEH-12629,UFR82A96J228313685,MH92D2819,MARUTI,BALENO HATCHBACK,Zeta 1.2,812250.0,2,2023,2023-06-27,Ta-COI,Hatchback,Petrol,1197,1,0,1,1,1,145380,Private,,None,2024-11-22
VEH-12630,IGM73N34Z738700895,KA52A2552,MARUTI,WAGON R,1.0 LXI CNG,502957.61,5,2020,2020-02-01,De-NEW,Hatchback,CNG,998,0,0,0,0,1,78522,Private,Minor scratches,,
VEH-12631,MPB47Y66V196566307,RJ15B4009,HYUNDAI,GRAND I10,SPORTZ 1.2 KAPPA VTVT,470458.81,6,2019,2019-08-03,Ma-PUN,Hatchback,Petrol,1197,0,0,1,1,0,143871,Private,,Body kit,
VEH-12632,XCV69K09R089758811,TN18A1297,MARUTI,WAGON R,1.0 VXI,441055.13,6,2019,2019-02-11,Ta-MAD,Hatchback,Petrol,998,1,1,0,1,0,5648,Private,,,
VEH-12633,TJP07Q24Z548566398,DL16B1068,MARUTI,DZIRE,VXI,558669.84,7,2018,2018-11-01,Ka-BAN,Sedan,Petrol,1197,0,1,1,1,0,62205,Private,Minor scratches,,2019-11-19
VEH-12634,TYK27L60H951911056,UP93B4911,MARUTI,WAGON R,1.0 VXI,292604.99,14,2011,2011-10-17,Ta-CHE,Hatchback,Petrol,998,0,1,0,1,1,135305,Private,None,Body kit,
VEH-12635,URN69E21E430312039,DL17C9273,MARUTI,DZIRE,VXI,760000.0,1,2024,2024-08-10,Ma-NAG,Sedan,Petrol,1197,0,1,1,0,0,8329,Private,None,Alloy wheels,
VEH-12636,JDQ12U26H528592379,GJ97B3046,HYUNDAI,CRETA,1.4 E Plus,1235000.0,1,2024,2024-10-09,Ta-MAD,SUV,Diesel,1582,1,0,1,0,1,133520,Private,None,,
VEH-12637,CME44I10N370381712,TN12B6122,MARUTI,SWIFT,1.2 VXi BS IV,586625.0,2,2023,2023-10-14,Ta-COI,Hatchback,Petrol,1197,0,1,0,1,0,104430,Private,,None,
VEH-12638,FZG30M81E035541118,MH34D5730,HONDA,AMAZE,1.2 SMT i-VTEC,631750.0,2,2023,2023-09-03,Ta-MAD,Sedan,Petrol,1199,0,0,0,1,0,80349,Private,Dent on door,Alloy wheels,
VEH-12639,JFU17W27A766913168,GJ12C6843,HYUNDAI,CRETA,1.5 E DIESEL,951750.55,5,2020,2020-04-21,Ka-MYS,SUV,Diesel,1493,0,1,0,1,1,1943,Private,None,None,
VEH-12640,SQQ57F99E850982081,MH43B4620,MARUTI,ALTO 800,LXI,361000.0,2,2023,2023-05-19,Ka-BAN,Hatchback,Petrol,796,0,0,0,1,0,128896,Private,,None,
VEH-12641,JCJ12A63H902417817,KA27D5481,HYUNDAI,CRETA,1.4 E Plus,1173250.0,2,2023,2023-03-12,De-GUR,SUV,Diesel,1582,0,1,1,1,0,38969,Private,None,Alloy wheels,
VEH-12642,CAP50C86N784878162,TN93B6513,MARUTI,WAGON R,1.0 LXI CNG,351234.06,12,2013,2013-04-23,Ka-BAN,Hatchback,CNG,998,0,1,0,1,0,68161,Private,None,,
VEH-12643,RNK70Z35I628504256,KA56D3864,MARUTI,SWIFT,1.2 VXi BS IV,316988.74,14,2011,2011-06-02,Ka-MYS,Hatchback,Petrol,1197,1,0,1,1,0,120368,Private,Dent on door,,
VEH-12644,DCM48F63H257016976,UP36B8651,MARUTI,ALTO 800,LXI,279334.92,7,2018,2018-03-23,Ka-MYS,Hatchback,Petrol,796,1,1,1,0,1,126899,Private,None,,
VEH-12645,SHY26G12U019774231,MH63C1282,MARUTI,DZIRE,VXI,588073.51,6,2019,2019-12-10,Ma-NAG,Sedan,Petrol,1197,1,0,0,1,0,47515,Private,,Alloy wheels,2022-08-29
VEH-12646,FJV77B14K606347366,GJ32B8532,MARUTI,VITARA BREZZA,VDI,539009.19,13,2012,2012-11-25,Ta-CHE,SUV,Diesel,1248,0,1,0,0,1,144681,Private,Minor scratches,None,
VEH-12647,RNW63U60M672679570,DL66D6367,HYUNDAI,GRAND I10 NIOS,SPORTZ 1.2 KAPPA VTVT,631750.0,2,2023,2023-08-08,Ma-NAG,Hatchback,Petrol,1197,0,1,0,1,0,63678,Private,Minor scratches,Body kit,
VEH-12648,HWS39O15U756895490,KA45B2430,MARUTI,SWIFT,1.2 VXi BS IV,301139.3,15,2010,2010-06-19,Ma-NAG,Hatchback,Petrol,1197,1,1,0,0,0,116076,Private,None,None,
VEH-12649,VLS76O00J163173634,WB77B7258,MARUTI,WAGON R,1.0 LXI CNG,301139.3,15,2010,2010-10-24,Ta-CHE,Hatchback,CNG,998,1,0,0,1,1,50778,Commercial,Minor scratches,None,
VEH-12650,MVU72M03S602537910,DL73A6081,MARUTI,ALTO 800,LXI,342950.0,3,2022,2022-01-05,Ta-CHE,Hatchback,Petrol,796,0,1,0,0,0,90231,Private,Minor scratches,Body kit,
VEH-12651,IAL12S98N274825588,RJ20B4804,TOYOTA KIRLOSKAR,INNOVA CRYSTA,2.8 GX AT 7 STR,1690711.35,6,2019,2019-02-08,Ma-MUM,MUV,Diesel,2755,0,1,0,1,1,51338,Private,Minor scratches,None,
VEH-12652,STS16I89I259989815,DL07C6821,MARUTI,SWIFT DZIRE,VDI,483480.08,11,2014,2014-03-07,Ma-MUM,Sedan,Diesel,1248,1,0,1,0,0,62818,Private,None,None,2016-08-17
VEH-12653,KKS40H39V515389961,KA15B6057,MAHINDRA,SCORPIO,S9 2WD 7STR,1303210.0,4,2021,2021-12-09,Ka-MYS,SUV,Diesel,2184,0,1,1,1,0,30911,Private,Dent on door,,
VEH-12654,IJD40W23R070176763,RJ07C7004,MARUTI,BALENO HATCHBACK,Zeta 1.2,855000.0,1,2024,2024-02-03,We-HOW,Hatchback,Petrol,1197,1,0,0,0,0,5202,Private,Minor scratches,,2026-08-13
VEH-12655,NNM24R30K377306745,RJ54D3413,TOYOTA KIRLOSKAR,INNOVA CRYSTA,2.4 V 8S,2100000.0,0,2025,2025-06-10,Ta-MAD,MUV,Diesel,2393,0,1,0,1,1,20394,Private,Minor scratches,None,
VEH-12656,MHW80D00G641012418,GJ72A3619,HONDA,AMAZE,1.2 SMT i-VTEC,541646.66,5,2020,2020-08-10,Ka-MYS,Sedan,Petrol,1199,1,0,0,1,0,121128,Private,Dent on door,,
VEH-12657,QAD56W78J785229460,TN21B1720,HYUNDAI,GRAND I10 NIOS,SPORTZ 1.2 KAPPA VTVT,359339.46,13,2012,2012-07-03,Ma-MUM,Hatchback,Petrol,1197,1,1,0,0,1,106419,Private,Dent on door,Body kit,
VEH-12658,TBX98K94P704271683,GJ96A5802,MARUTI,DZIRE,VXI,588073.51,6,2019,2019-02-06,Ma-MUM,Sedan,Petrol,1197,1,0,1,1,0,118094,Private,Minor scratches,,2020-11-05
VEH-12659,EJL72H54K026081441,KA32A7193,HYUNDAI,GRAND I10,SPORTZ 1.2 KAPPA VTVT,446935.87,7,2018,2018-07-22,Ma-NAG,Hatchback,Petrol,1197,1,1,0,0,1,140778,Private,Dent on door,,
VEH-12660,GIN19X10D267858748,UP36C1960,MARUTI,SWIFT,VXI,665000.0,1,2024,2024-07-25,Ka-BAN,Hatchback,Petrol,1197,0,0,1,0,0,126615,Commercial,Dent on door,Alloy wheels,
VEH-12661,FQL72C21J169052472,KA42B2093,MARUTI,VITARA BREZZA,VDI,900243.75,3,2022,2022-05-05,De-NOI,SUV,Diesel,1248,1,0,0,0,0,137749,Private,Dent on door,Body kit,
VEH-12662,EPS71G79E164282452,RJ71D5008,MARUTI,ALTO 800,LXI,205336.83,13,2012,2012-07-22,Ma-NAG,Hatchback,Petrol,796,1,1,0,1,0,145235,Private,None,Body kit,
VEH-12663,HMC59C61I437066612,WB25A9517,MARUTI,SWIFT,1.2 VXi BS IV,650000.0,0,2025,2025-10-11,We-HOW,Hatchback,Petrol,1197,0,1,1,0,0,112841,Private,Minor scratches,,2028-04-14
VEH-12664,WBS28G63I047299464,UP71A9054,MARUTI,BALENO HATCHBACK,Zeta 1.2,771637.5,3,2022,2022-10-09,Ma-PUN,Hatchback,Petrol,1197,0,1,0,1,0,80128,Private,Minor scratches,,
VEH-12665,XDW53P92E960238076,MH78B6511,MARUTI,SWIFT,VXI,378252.06,12,2013,2013-11-19,Ma-MUM,Hatchback,Petrol,1197,0,0,0,1,0,70713,Commercial,Minor scratches,Alloy wheels,2016-07-15
VEH-12666,DWV15F76N714645462,DL38C2640,HONDA,AMAZE,1.2 VXMT i-VTEC,586762.2,10,2015,2015-04-10,We-KOL,Sedan,Petrol,1199,1,0,1,1,1,116343,Private,,None,2017-04-10
VEH-12667,MXM69E96P398011545,UP78A1231,MARUTI,BALENO HATCHBACK,Delta 1.2,558669.84,7,2018,2018-01-21,De-GUR,Hatchback,Petrol,1197,0,1,0,0,0,56676,Private,None,Alloy wheels,
VEH-12668,SBG10O74D845798684,GJ14B8438,HYUNDAI,GRAND I10,SPORTZ 1.2 KAPPA VTVT,548720.0,3,2022,2022-03-28,Ma-NAG,Hatchback,Petrol,1197,1,0,1,1,0,123346,Private,,Alloy wheels,
VEH-12669,YSQ15N38L594587707,UP99A3279,MARUTI,ERTIGA,1.5 VXI CNG,1045000.0,1,2024,2024-05-12,Ka-MYS,MUV,CNG,1462,1,0,0,1,1,10357,Private,None,None,
VEH-12670,PJJ26B25R038717432,TN30A9638,MARUTI,SWIFT,VXI,359339.46,13,2012,2012-04-10,Ka-BAN,Hatchback,Petrol,1197,0,1,1,1,0,113352,Commercial,Dent on door,,
VEH-12671,WIS10S93E585351764,TN16A8886,MARUTI,BALENO HATCHBACK,Delta 1.2,651605.0,4,2021,2021-09-20,We-KOL,Hatchback,Petrol,1197,0,1,0,1,1,10965,Private,Dent on door,None,
VEH-12672,FUY65U85U657090926,UP48A5211,HONDA,AMAZE,1.2 VXMT i-VTEC,884450.0,2,2023,2023-10-19,Ka-BAN,Sedan,Petrol,1199,0,0,0,1,0,20596,Private,,None,
VEH-12673,AMT54L48Z268864648,TN05C9530,MARUTI,SWIFT DZIRE,VDI,624828.11,6,2019,2019-07-08,Ma-PUN,Sedan,Diesel,1248,0,0,0,1,1,53207,Private,Minor scratches,,
VEH-12674,CRY89H95A201670274,KA22C5231,HYUNDAI,CRETA,1.5 E DIESEL,1054571.25,3,2022,2022-11-25,Ma-MUM,SUV,Diesel,1493,1,1,0,1,0,26370,Private,Dent on door,None,
VEH-12675,MCW45O19E526815932,KA83C7399,MARUTI,DZIRE,VXI,760000.0,1,2024,2024-01-04,Ta-MAD,Sedan,Petrol,1197,0,0,1,0,1,87157,Private,Minor scratches,Alloy wheels,
VEH-12676,EAJ03P68U698160661,TN29B9660,MARUTI,SWIFT,1.2 VXi BS IV,369720.06,11,2014,2014-12-09,Ta-MAD,Hatchback,Petrol,1197,1,0,0,0,0,144171,Private,,Body kit,
VEH-12677,FWK97A42Z530545540,WB41C5399,MARUTI,DZIRE,VXI,370632.98,15,2010,2010-10-15,Ta-CHE,Sedan,Petrol,1197,1,0,0,0,1,101281,Private,Dent on door,Body kit,
VEH-12678,FDI19J39B900299831,TN83A9624,MARUTI,BALENO HATCHBACK,Delta 1.2,760000.0,1,2024,2024-09-18,We-HOW,Hatchback,Petrol,1197,1,1,1,1,0,111400,Commercial,Dent on door,None,
VEH-12679,QJP63H01O837404555,WB22A5730,TOYOTA KIRLOSKAR,INNOVA CRYSTA,2.8 GX AT 7 STR,1377094.96,10,2015,2015-09-13,Ta-CHE,MUV,Diesel,2755,0,1,0,1,0,89496,Private,,Alloy wheels,2017-05-03
VEH-12680,VRS47D92R632490815,DL06B3290,MARUTI,SWIFT,1.2 VXi BS IV,333672.35,13,2012,2012-01-16,Ma-PUN,Hatchback,Petrol,1197,0,0,1,0,0,61962,Private,Minor scratches,None,2014-01-06
VEH-12681,IBI38G66K746182068,GJ93B3751,MARUTI,SWIFT DZIRE,VDI,393797.55,15,2010,2010-02-10,Ka-BAN,Sedan,Diesel,1248,1,0,1,1,1,59181,Private,,None,2011-10-20
VEH-12682,FIV16H60S158538151,KA29A6120,MARUTI,SWIFT DZIRE,VDI,593586.7,7,2018,2018-07-14,Ma-PUN,Sedan,Diesel,1248,0,1,0,1,1,89835,Private,,,
VEH-12683,VEP76L88K251823524,UP67C9108,MARUTI,BALENO HATCHBACK,Delta 1.2,390139.98,14,2011,2011-03-11,Ma-NAG,Hatchback,Petrol,1197,1,0,0,1,0,71336,Private,Dent on door,,
VEH-12684,KOG49X04F530165072,TN03C3608,MARUTI,WAGON R,1.0 LXI CNG,351234.06,12,2013,2013-12-19,Ma-PUN,Hatchback,CNG,998,0,1,0,1,0,116139,Private,,None,
VEH-12685,GMA56A32K257815432,TN50D7380,MARUTI,SWIFT,VDI (DIESEL),588073.51,6,2019,2019-03-05,Ka-BAN,Hatchback,Diesel,1248,1,1,0,0,0,31669,Private,Minor scratches,Body kit,
VEH-12686,BSM70G18T052175432,TN69C8893,MARUTI,SWIFT,VXI,341372.49,14,2011,2011-03-08,Ma-MUM,Hatchback,Petrol,1197,1,1,0,1,0,29092,Private,Minor scratches,None,2013-08-27
VEH-12687,TUI08B00P748598984,KA67D8998,MARUTI,SWIFT,VDI (DIESEL),530736.35,8,2017,2017-09-26,Ma-MUM,Hatchback,Diesel,1248,1,0,0,1,1,110435,Private,None,Alloy wheels,
VEH-12688,AKN88O65U889525152,KA21C6080,MARUTI,SWIFT,1.2 VXi BS IV,316988.74,14,2011,2011-05-25,Ta-MAD,Hatchback,Petrol,1197,1,1,0,1,0,11431,Private,None,None,
VEH-12689,AFH33H84F724662257,WB75A8446,MARUTI,ALTO,K10 VXI,346637.18,9,2016,2016-05-07,Ta-COI,Hatchback,Petrol,998,0,0,0,1,0,112897,Private,Dent on door,Body kit,
VEH-12690,LKB29U44E082427733,GJ25C1290,MARUTI,VITARA BREZZA,VDI,486455.79,15,2010,2010-05-19,De-GUR,SUV,Diesel,1248,1,0,0,1,1,28767,Private,,Alloy wheels,2012-03-30
VEH-12691,IYI97Q24Z581662025,UP92C9318,MARUTI,WAGON R,1.0 LXI CNG,650000.0,0,2025,2025-10-21,Ma-PUN,Hatchback,CNG,998,0,0,0,0,0,103622,Private,,Alloy wheels,2028-05-27
VEH-12692,PEG03W32F052161587,WB24A2590,MARUTI,SWIFT,VDI (DIESEL),760000.0,1,2024,2024-09-03,Ka-BAN,Hatchback,Diesel,1248,1,1,0,0,1,109817,Private,None,Alloy wheels,2026-02-13
VEH-12693,BLY22T61D806086135,GJ86B7935,HONDA,AMAZE,1.2 VXMT i-VTEC,931000.0,1,2024,2024-08-13,We-KOL,Sedan,Petrol,1199,1,1,0,1,0,50403,Private,,,2027-04-04
VEH-12694,FQV06T47J669163128,UP72B3665,TOYOTA KIRLOSKAR,INNOVA CRYSTA,2.4 V 8S,1995000.0,1,2024,2024-04-11,De-NEW,MUV,Diesel,2393,0,0,0,1,1,6025,Private,Minor scratches,Alloy wheels,
VEH-12695,DSF37R76V155564517,WB64C1070,MARUTI,SWIFT DZIRE,VDI,728768.75,3,2022,2022-02-15,Ka-MYS,Sedan,Diesel,1248,1,1,0,1,0,142116,Private,,Body kit,
VEH-12696,JMM31Y48N102615851,TN22C2948,MARUTI,SWIFT,1.2 VXi BS IV,650000.0,0,2025,2025-11-28,Ma-MUM,Hatchback,Petrol,1197,0,1,0,0,0,120218,Private,Dent on door,None,
VEH-12697,YIY45Z50A363229599,TN73D3558,TOYOTA KIRLOSKAR,INNOVA CRYSTA,2.4 ZX MT 7 STR,1791913.75,4,2021,2021-10-01,Ta-CHE,MUV,Diesel,2393,0,1,0,0,1,107417,Private,,Alloy wheels,
VEH-12698,IMP76R14K585209966,UP19B4930,MARUTI,WAGON R,1.0 VXI,488703.75,4,2021,2021-11-24,We-KOL,Hatchback,Petrol,998,1,1,0,1,0,80493,Private,Minor scratches,,2024-02-06
VEH-12699,BVU57M71P986165551,MH76D7042,MARUTI,SWIFT,VXI,419115.86,10,2015,2015-07-12,Ta-MAD,Hatchback,Petrol,1197,0,1,0,1,0,2249,Private,Minor scratches,None,
VEH-12700,EWS98M36C626662544,UP77B9234,MARUTI,SWIFT DZIRE,VDI,459306.07,12,2013,2013-10-11,Ta-CHE,Sedan,Diesel,1248,1,1,0,1,0,26836,Private,Dent on door,Body kit,
VEH-12701,YNX47J34E985742979,UP45C5440,HYUNDAI,GRAND I10,SPORTZ 1.2 KAPPA VTVT,328538.93,13,2012,2012-11-11,Ka-MYS,Hatchback,Petrol,1197,0,1,0,0,0,14090,Private,None,,
VEH-12702,BAA41Y37A802826254,RJ75D2740,MARUTI,ERTIGA,1.5 VXI CNG,943112.5,3,2022,2022-01-22,De-GUR,MUV,CNG,1462,1,1,1,1,1,6200,Private,None,,
VEH-12703,ONL29N32G920248205,RJ52C6753,MARUTI,ALTO 800,LXI,239494.78,10,2015,2015-08-13,Ma-MUM,Hatchback,Petrol,796,0,0,1,0,0,50768,Private,None,,
VEH-12704,PLW18R78A516731623,DL70A5735,HONDA,CITY,1.5 V MT,1480000.0,0,2025,2025-01-12,Ta-CHE,Sedan,Petrol,1498,0,1,1,1,0,23186,Private,None,Alloy wheels,2026-09-19
